@RELATION carTravel

@ATTRIBUTE distance NUMERIC
@ATTRIBUTE traffic {Habitual, Alto}
@ATTRIBUTE timeOfDay {Matutino, Manana, MediaJornada, Tarde, Noche}
@ATTRIBUTE weather {Despejado, Lluvioso, Nublado, Tormentoso}
@ATTRIBUTE transportQuality {Baja, Buena}
@ATTRIBUTE day {Laboral, Finde}
@ATTRIBUTE terreno {Montana, Carretera, Ciudad}
@ATTRIBUTE tiempo NUMERIC

@DATA
30, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 33
30, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 31
30, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 27
30, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 26
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 30
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 32
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 35
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 27
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 25
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 26
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 33
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 28
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 29
30, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 27
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 30
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 31
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 33
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 34
30, Habitual, Matutino, Tormentoso, Buena, Laboral, Carretera, 38
30, Habitual, Matutino, Tormentoso, Buena, Laboral, Carretera, 35
30, Habitual, Matutino, Tormentoso, Buena, Laboral, Carretera, 29
30, Habitual, Matutino, Tormentoso, Buena, Laboral, Carretera, 36
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 25
30, Habitual, Matutino, Nublado, Buena, Laboral, Carretera, 29
30, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 30
30, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 31
30, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 26
30, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 25
30, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 26
30, Habitual, Noche, Nublado, Buena, Laboral, Carretera, 27
30, Habitual, Noche, Tormentoso, Buena, Laboral, Carretera, 29
30, Habitual, Noche, Tormentoso, Buena, Finde, Carretera, 30
30, Habitual, Noche, Tormentoso, Buena, Finde, Carretera, 32
30, Habitual, Noche, Tormentoso, Buena, Finde, Carretera, 33
30, Habitual, Noche, Tormentoso, Buena, Finde, Carretera, 34
30, Habitual, Noche, Despejado, Buena, Finde, Carretera, 24
30, Habitual, Noche, Despejado, Buena, Finde, Carretera, 26
30, Habitual, Noche, Despejado, Buena, Finde, Carretera, 22
30, Habitual, Noche, Despejado, Buena, Finde, Carretera, 24
30, Habitual, Noche, Despejado, Buena, Finde, Carretera, 21
30, Alto, Manana, Despejado, Buena, Finde, Carretera, 29
30, Alto, Manana, Despejado, Buena, Finde, Carretera, 31
30, Alto, Manana, Despejado, Buena, Finde, Carretera, 34
30, Alto, Manana, Nublado, Buena, Finde, Carretera, 40
30, Alto, Manana, Nublado, Buena, Finde, Carretera, 38
30, Alto, Manana, Nublado, Buena, Finde, Carretera, 35
30, Alto, Manana, Nublado, Buena, Finde, Carretera, 45
30, Alto, MediaJornada, Nublado, Buena, Finde, Carretera, 30
30, Alto, MediaJornada, Nublado, Buena, Finde, Carretera, 31
30, Alto, MediaJornada, Nublado, Buena, Finde, Carretera, 32
30, Alto, MediaJornada, Tormentoso, Buena, Finde, Carretera, 33
30, Alto, MediaJornada, Tormentoso, Buena, Finde, Carretera, 38
30, Alto, MediaJornada, Tormentoso, Buena, Finde, Carretera, 42
30, Alto, MediaJornada, Tormentoso, Buena, Finde, Carretera, 40
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 42
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 44
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 45
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 39
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 50
30, Alto, Matutino, Tormentoso, Buena, Finde, Carretera, 48
30, Alto, Tarde, Tormentoso, Buena, Finde, Carretera, 43
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 38
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 35
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 38
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 38
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 36
30, Alto, Tarde, Nublado, Buena, Finde, Carretera, 33
30, Alto, Noche, Nublado, Buena, Finde, Carretera, 30
30, Alto, Noche, Nublado, Buena, Finde, Carretera, 32
30, Alto, Noche, Nublado, Buena, Finde, Carretera, 31
30, Habitual, Noche, Nublado, Buena, Finde, Carretera, 25
30, Habitual, Noche, Nublado, Buena, Finde, Carretera, 22
30, Habitual, Noche, Nublado, Buena, Finde, Carretera, 28
30, Habitual, Noche, Nublado, Buena, Finde, Carretera, 25
30, Habitual, Noche, Nublado, Buena, Finde, Carretera, 26
10, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 39
10, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 40
10, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 41
10, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 42
10, Habitual, MediaJornada, Despejado, Buena, Laboral, Carretera, 43
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 44
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 45
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 46
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 47
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 48
10, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 49
10, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 50
10, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 51
10, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 52
10, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 53
10, Alto, Tarde, Despejado, Buena, Laboral, Carretera, 54
10, Alto, Tarde, Despejado, Buena, Laboral, Carretera, 55
10, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 56
10, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 57
10, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 58
10, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 59
10, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 60
3.8, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 7
10.2, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 13
12.3, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 12
32.4, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 24
14.4, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 15
12.3, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 26
83.6, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 54
13.9, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 13
7.1, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 11
36.7, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 30
7.5, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 9
11.9, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 15
21.1, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 18
35.6, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 30
9.2, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 16
11.6, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 13
82.8, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 52
22.6, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 19
15.8, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 17
27.9, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 37
3.8, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 15
10.2, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 24
12.3, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 22
32.4, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 36
14.4, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 25
12.3, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 35
83.6, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 70
13.9, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 20
7.1, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 18
36.7, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 45
7.5, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 16
11.9, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 24
21.1, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 30
35.6, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 45
9.2, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 28
11.6, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 22
82.8, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 74
22.6, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 29
15.8, Alto, Matutino, Despejado, Buena, Laboral, Carretera, 28
27.9, Alto, Matutino, Despejado, Buena, Finde, Carretera, 33
3.8, Alto, Matutino, Despejado, Buena, Finde, Carretera, 11
10.2, Alto, Matutino, Despejado, Buena, Finde, Carretera, 20
12.3, Alto, Matutino, Despejado, Buena, Finde, Carretera, 18
32.4, Alto, Matutino, Despejado, Buena, Finde, Carretera, 30
14.4, Alto, Matutino, Despejado, Buena, Finde, Carretera, 20
12.3, Alto, Matutino, Despejado, Buena, Finde, Carretera, 30
83.6, Alto, Matutino, Despejado, Buena, Finde, Carretera, 56
13.9, Alto, Matutino, Despejado, Buena, Finde, Carretera, 16
7.1, Alto, Matutino, Despejado, Buena, Finde, Carretera, 14
36.7, Alto, Matutino, Despejado, Buena, Finde, Carretera, 39
7.5, Alto, Matutino, Despejado, Buena, Finde, Carretera, 12
11.9, Alto, Matutino, Despejado, Buena, Finde, Carretera, 20
21.1, Alto, Matutino, Despejado, Buena, Finde, Carretera, 24
35.6, Alto, Matutino, Despejado, Buena, Finde, Carretera, 38
9.2, Alto, Matutino, Despejado, Buena, Finde, Carretera, 22
11.6, Alto, Matutino, Despejado, Buena, Finde, Carretera, 18
82.8, Alto, Matutino, Despejado, Buena, Finde, Carretera, 63
22.6, Alto, Matutino, Despejado, Buena, Finde, Carretera, 20
15.8, Alto, Matutino, Despejado, Buena, Finde, Carretera, 23
27.9, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 20
3.8, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 5
10.2, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 10
12.3, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 9
32.4, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 20
14.4, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 11
12.3, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 22
83.6, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 46
13.9, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 9
7.1, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 8
36.7, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 23
7.5, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 8
11.9, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 12
21.1, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 14
35.6, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 25
9.2, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 12
11.6, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 11
82.8, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 45
22.6, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 16
15.8, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 13
27.9, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 33
3.8, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 13
10.2, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 20
12.3, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 23
32.4, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 30
14.4, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 20
12.3, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 32
83.6, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 60
13.9, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 18
7.1, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 17
36.7, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 32
7.5, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 16
11.9, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 22
21.1, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 25
35.6, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 34
9.2, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 20
11.6, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 27
82.8, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 72
22.6, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 30
15.8, Alto, Noche, Tormentoso, Buena, Laboral, Carretera, 28
27.9, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 26
3.8, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 9
10.2, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 15
12.3, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 14
32.4, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 28
14.4, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 18
12.3, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 31
83.6, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 60
13.9, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 18
7.1, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 15
36.7, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 37
7.5, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 13
11.9, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 19
21.1, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 25
35.6, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 37
9.2, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 22
11.6, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 16
82.8, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 63
22.6, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 24
15.8, Habitual, Matutino, Despejado, Baja, Laboral, Carretera, 21
27.9, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 38
3.8, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 20
10.2, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 27
12.3, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 29
32.4, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 37
14.4, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 28
12.3, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 40
83.6, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 79
13.9, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 29
7.1, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 28
36.7, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 48
7.5, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 20
11.9, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 30
21.1, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 32
35.6, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 50
9.2, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 30
11.6, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 29
82.8, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 81
22.6, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 31
15.8, Alto, MediaJornada, Tormentoso, Baja, Laboral, Carretera, 34
10.2, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 16
16.5, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 24
26.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 27
27.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 27
48.1, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 45
61.8, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 62
71.7, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 80
102, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 73
83.6, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 57
77.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 54
77.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 54
78.5, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 57
65.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 53
62.7, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 47
46, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 34
29.1, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 27
18.9, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 23
19, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 27
33.1, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 53
19.4, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 29
28.6, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 30
17.5, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 18
14.5, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 17
26.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 33
8.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 14
25.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 40
11.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 19
27.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 25
12.3, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 16
33.2, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 28
38.8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 30
43.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 34
72.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 55
62.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 48
62.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 43
68.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 52
78.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 58
83.8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 74
97.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 67
97.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 67
103, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 70
52, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 48
7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 13
8, Alto, Tarde, Nublado, Buena, Laboral, Carretera, 12
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 15
18, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 26
4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 13
11, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 25
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 23
9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 14
8, Alto, Tarde, Nublado, Buena, Laboral, Carretera, 13
7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 14
13, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 16
18, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 27
41, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 36
10, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 17
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 21
6, Alto, Tarde, Nublado, Buena, Laboral, Carretera, 15
27, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 27
12.3, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 15
10.2, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 16
16.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 25
26.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 26
27.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 27
48.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 45
61.8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 62
71.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 79
102, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 73
83.6, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 57
77.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 54
77.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 54
78.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 58
65.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 50
62.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 48
46, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 34
29.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 27
18.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 23
19, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 28
33.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 54
19.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 30
28.6, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 31
17.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 18
14.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 17
26.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 31
8.9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 14
37.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 62
25.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 42
11.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 19
27.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 25
12.3, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 16
33.2, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 27
38.8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 29
43.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 33
72.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 53
62.7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 48
62.4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 42
68.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 51
78.5, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 57
83.8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 72
97.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 67
97.1, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 67
103, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 70
52, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 47
7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 12
8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 11
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 14
18, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 24
4, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 12
11, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 22
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 23
9, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 13
8, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 12
7, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 12
13, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 15
18, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 26
41, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 36
10, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 41
14, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 19
6, Habitual, Tarde, Nublado, Buena, Laboral, Carretera, 10
11, Habitual, Noche, Despejado, Buena, Laboral, Carretera, 16
75, Habitual, Manana, Despejado, Buena, Laboral, Carretera, 48
27.9, Habitual, Matutino, Despejado, Buena, Laboral, Carretera, 24
12.3, Habitual, Manana, Nublado, Buena, Laboral, Carretera, 13
